product_id_for_member,sku,stock_amount,unlimited_stock,category_id,second_category_id,title,subtitle,body,is_new,attributes,is_legal_notice_read,start_price,reserve_price,buy_now_price,is_sold_in_multiple_quantities,is_shipping_price_per_quantity_sold,fpo_amount,fpo_duration,fpo_to,av_bidders_only,auction_length,auction_end_time,delivery_pickup_allowed,delivery_must_pickup,delivery_use_bookcourier_rates,delivery_bookcourier_is_box,delivery_bookcourier_bag_size,delivery_bookcourier_selected_courier,delivery_bookcourier_service_level,delivery_bookcourier_no_restricted_items,delivery_price,payment_bank_deposit,payment_credit_card,payment_cash,payment_afterpay,payment_other,send_payment_instructions,photo_id_list,display_bold,gallery,gallery_plus,feature,super_feature,donation_recipient,folder,exclude_shipping_promotion,listing_footer_enabled,height_cm,width_cm,length_cm,weight_kg,brand,manufacturer_code,barcode_gtin,update_active_listings
"PR47","fiction new zealand",1.0000,FALSE,1821,,"A Comet In The Sky Phyllis Johnson Signed VG condition",,"A Comet In The Sky Phyllis Johnson

Cardcovered Book - unread condition
 
published 1985


Her stories have appeared in numerous editions of the School Journal. Her book titles include

 My Things and the Hidden Light (1984);

 A Comet in the Sky (1985); 

and Then There Were Nine (1989).

Johnston has been involved in literary organisations for many years, serving as President of the Bay of Plenty branch of the Children's Literature Association from 1983 - 1996. She has taught children's writing at Waikato University, and been a judge for competitions of writing by children.


Hard to find title 

Happy to combine any other auction wins ... please check out my other auctions",FALSE,,TRUE,28.00,28.00,40.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-04-19 15.19.16.jpg;2022-04-19 15.19.22.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"1st week 27 JAN - FEB 2",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR72","local history Early Pioneers Wanganui Whanganui",1.0000,FALSE,1817,,"Vol 29 Number 1 Wanganui Historical Record May 1998",,"Wanganui Historical Record Vol 29 Number 1 May 1998


32  pages 

contents in photo page

Happy to combine post or drop off


cheers",FALSE,,TRUE,5.00,5.00,8.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Shipping  .... Waterproof  Package New Zealand;15.0=Shipping  ...... Australia -  Refunded If Cheeper;2.0=drop off wanganui CENTRE CITY ONLY .... NO RURAL;0.0=combined shipping Please email for postage quote;",TRUE,TRUE,FALSE,FALSE,,TRUE,img_20190825_150827320.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"SALE WEEK",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR91","maori",1.0000,FALSE,6838,,"The Raupo Dictionary of Modern Maori 50,000 entries Second Revised Edition",,"The Raupo Dictionary of Modern Maori 50,000 entries

Maori    - English

English - Maori

hardback Vg condition 

810 pages 2008

internally Good+++

thanks for looking",FALSE,,TRUE,18.00,18.00,20.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2023-08-20 11.14.46.jpg;2023-08-20 11.15.01.jpg;2023-08-20 11.16.36.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"2nd Week FEB 2 - FEB 9 2025",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR112","Transport New Zealand Rail",1.0000,FALSE,1819,,"The Tank Engines: A Farewell to Steam Album #1",,"The Tank Engines: A Farewell to Steam Album #1 

Lodestar press

Card covered 

Good+++ condition",FALSE,,TRUE,5.00,5.00,12.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2023-03-05 16.58.34.jpg;2023-03-05 16.58.40.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"week 11",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR114","rail New Zealand Transport",1.0000,FALSE,1819,,"The New Zealand Railway Steam Locomotive 615 photos Vg condition 336 pages",,"by Sean Millar

Between 1863 and 1971 the steam locomotive was the best known part of railways, and these steel kings of the steel road touched everyone's lives. Stories abound regarding the steam locomotive and what made them special. 

This is a history of the steam locomotives owned by New Zealand's national railway system. Numbering more than a thousand, they were enormously varied - ranging from little over five tons to almost 148 tons in weight, and from the occasional failure to trend-setting designs of international significance. 

This stunning book combines the best available research with the largest collection of photographs on the subject ever assembled. The book is not the full story of each class; that would be an impossible task given the limits of a single volume. Each locomotive is described by class beginning at A and ending at Y with brief specifications, builders and years built and operated begin each section. The text then describes the circumstances that led to the acquisition or building of the class, the type of work they performed, significant modifications made, the decline and withdrawal of each class, and the existence of any preserved examples. 

Along the way we are informed about the basic structure of the NZR numbering system and the variations made over the years. Interesting mention is made of average annual mileages run by the various classes, and the running cost per mile travelled. Locomotives that did not receive a classification by NZR and steam railcars are also covered. The illustrations form a vital part of this volume.

 They have been sourced from a variety of collections, and they support the text fully.

 This lavishly illustrated and very informative book will soon become an essential reference work for all interested in the railways of New Zealand.



615 black and white photographs, A4 portrait format, 336 pp, hard-back with dust jacket.

Vg condition",FALSE,,TRUE,60.00,60.00,70.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-06-05 08.25.40.jpg;2022-06-05 08.26.07.jpg;2022-06-05 08.26.11.jpg;2022-06-05 08.25.51.jpg;2022-06-05 08.26.32.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"HIGHEST STOCK -1",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR115","local history Early Pioneers Henderson Auckland",1.0000,FALSE,1817,,"A History of Henderson 1849 - 1939 Nmbered Edition",,"Henderson's Mill A History of Henderson 1849 - 1939

Softcovered 1st Edition.

 Prev. owner's insc.

In 1844 the Auckland firm of Henderson & Macfarlane swapped a ship for some 18,000 acres of land west of Auckland. 

Thomas Maxwell Henderson, the senior partner and a hard-nosed Scotsmen, then proceeded to cut the tall kauri timber from the Waitakere Ranges and mill it at Henderson's Mill on Henderson Creek. 

After the mill closed in 1868, many came and left, but some stayed behind to build a life and eventually even a town. 

And that town became known as Henderson. Exploring the period 1840 to 1939, in this book you will read about Thomas Henderson; the Macfarlanes; William Swanson; John and Helen McLeod; George Thomas the blacksmith; Robert Gibbons the Whatipu mill owner; the Corban family of winegrowers; Don Buck digging gum at Massey/Swanson; Henry Swan's arch; Claude Brookes and his Tui Glen playground; the Henderson Mill Turf Club; the Henderson Football Club; The Henderson School; the Henderson Library; the Henderson Fire Brigade; the Falls Hotel; the Waitemata Electric Power Board; and many of the people, families and institutions of the west.


 No. 396 of a limited edition.

 144p. 1 loose page - very poor binding on this book

 Maps and charts. B&W photos. Lists - Roll of Honour Henderson School, 1922 telephone sub-exchange list, early pioneers, etc

Early land purchases; timber days; land sales; railway and races; early Te Atatu; Massey Birdwood; Don Buck's camp, etc

Indexed

A non yellowing tape has reinforced the bottom of the spine - inside and out",FALSE,,TRUE,22.00,22.00,45.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-11-27 09.09.42.jpg;2022-04-24 14.29.24.jpg;2022-04-24 14.29.46.jpg;2022-04-24 14.29.54.jpg;2022-04-24 14.30.03.jpg;2022-04-24 14.30.19.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"week 7",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR116","rail New Zealand Transport",1.0000,FALSE,1819,,"An Illustrated History of the Welllington and Manawatu Railway Company",,"West of the Tararuas An Illustrated History of the Welllington and Manawatu Railway Company

An illustrated history of the privately owned railway company that operated the line between Wellington and Palmerston North before being bought by the Government in 1908


Hardcovered 

 136 pages Price clipped 

But in good+++ condition internally

1972",FALSE,,TRUE,30.00,30.00,30.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-07-31 09.54.36.jpg;2022-07-31 09.54.49.jpg;2022-07-31 09.54.53.jpg;2022-07-31 09.54.57.jpg;2022-07-31 09.55.04.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"week 24",FALSE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR117","Australian History rail",1.0000,FALSE,6087,,"When We Rode The Rails Australian Railway History Hardcover DJ Book 1987 246 Pgs",,"When We Rode The Rails Patsy Adam-Smith 

Railway History Hardcover DJ Book 

1987 edition

There was a romance about railways in the days of steam that made legends of the trains and the men who ran them.

 Little of Australia's workaday or social life was not affected by the lonesome whistle that winkled its way into every corner of the land. 
A train whistle; the sound that probably more than any other sound on earth has caused boys to run away from home, to become footloose and long for faraway places.

Patsy Adam-Smith rode the rails to Marble Bar in Western Australia on the 'Spinifex Flyer'; the line from Normanton to Croyden, isolated in Queensland's Gulf country, the tiny mountain lines in Tasmania's southwest, past the Montezuma Falls where water sprayed over the tracks; and the long, straight line across the Nullarbor's semi-desert. 

She brings alive the railway folk who were proud to belong to the great family of railway workers the drivers who only took leave when their engines were due for overhaul, the station masters and mistresses isolated on lonely lines, and the fettlers who took pride in being able to swing a 28-pound hammer when the temperature was 120 degrees Fahrenheit in the shade. 

This book captures the magic of days when life had more meaning, fellowship and certainty...

Many photos

Internally Vg wear to the dustjacket

246 pages fully indexed",FALSE,,TRUE,5.00,5.00,18.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-07-31 10.14.04.jpg;2022-07-31 09.50.28.jpg;2022-07-31 10.14.20.jpg;2022-07-31 09.50.49.jpg;2022-07-31 09.51.01.jpg;2022-07-31 09.50.32.jpg;2022-07-31 09.50.42.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"MAIN STOCK",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR118","Rail Transport Australia",1.0000,FALSE,5416,,"Bagley's Australian Locomotive Engine Driv Guide 1908 J T Vincent Wanganui 1908",,"Bagley's Australian Locomotive Engine Driver's Guide 

Hardback 1908 

 A Handbook of the Principles and Practice of Locomotive Running and Management

192 pages

 J T Vincent Wanganui 1908 inscribed on 3 pages inside",FALSE,,TRUE,35.00,35.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2023-01-02 13.52.40.jpg;2023-01-02 13.52.58.jpg;2023-01-02 13.53.20.jpg;2023-01-02 13.53.15.jpg;2023-01-02 13.53.23.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"Week 27",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR119","rail New Zealand Transport",1.0000,FALSE,1819,,"Sweet Thunder A Farewell to Steam Album - No. Two",,"Sweet Thunder A Farewell to Steam Album - No. Two 

Lodestar press

Card covered 

Good+++ condition",FALSE,,TRUE,5.00,5.00,12.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2023-03-05 16.57.59.jpg;img20230305165807.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"1st week 27 JAN - FEB 2",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR120","rail New Zealand Transport",1.0000,FALSE,6087,,"The Manawatu Railway Line - T A McGavin",,"The Manawatu Line - T A McGavin

40 pages - well illustrated

Published by New Zealand Railway & Locomotive Society, Wellington, 1982 - second edition

Very Good Condition, No Inscriptions, Softcover

A Commemoration of the Wellington and Manawatu Railway Company

T. A. McGavin",FALSE,,TRUE,18.00,18.00,20.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-07-16 10.58.17.jpg;2022-07-16 10.58.24.jpg;2022-07-16 10.58.37.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"week 7",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
