product_id_for_member,sku,stock_amount,unlimited_stock,category_id,second_category_id,title,subtitle,body,is_new,attributes,is_legal_notice_read,start_price,reserve_price,buy_now_price,is_sold_in_multiple_quantities,is_shipping_price_per_quantity_sold,fpo_amount,fpo_duration,fpo_to,av_bidders_only,auction_length,auction_end_time,delivery_pickup_allowed,delivery_must_pickup,delivery_use_bookcourier_rates,delivery_bookcourier_is_box,delivery_bookcourier_bag_size,delivery_bookcourier_selected_courier,delivery_bookcourier_service_level,delivery_bookcourier_no_restricted_items,delivery_price,payment_bank_deposit,payment_credit_card,payment_cash,payment_afterpay,payment_other,send_payment_instructions,photo_id_list,display_bold,gallery,gallery_plus,feature,super_feature,donation_recipient,folder,exclude_shipping_promotion,listing_footer_enabled,height_cm,width_cm,length_cm,weight_kg,brand,manufacturer_code,barcode_gtin,update_active_listings
"PR1093",,1.0000,FALSE,1815,,"The Art of D. R. Neilson NZ Artist",,"The Art of D. R. Neilson  SIGNED 

Publisher: Reed,[ 1967], Wellington, 1967 first edition

Hardback  Coloured plates and illustrations 

D/J  worn rip in cover 

A good+++ copy Internally - nice white pages and all plates present 

60 pages 

Many thanks for looking",FALSE,,TRUE,12.00,12.00,30.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"5.8=Non Rural Address Tracked;11.0=Rural Delivery Address NO PO BOXES ...  TRACKED;20.0=Australia post Refunded if Cheaper;2.0=drop off Wanganui CENTRE CITY ONLY  NO RURAL DROP;0.0=combined shipping Please email for postage quote;",FALSE,TRUE,TRUE,TRUE,,TRUE,1 300 (1).jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1095",,1.0000,FALSE,1817,,"Wanganui Jockey Club 1848-1998 Laraine Sole SIGNED",,"Wanganui Jockey Club 1848-1998 by Laraine Sole

Large softcover, 255 pages, published 1998, very good as new condition

Illustrated with many b/w photographs

A detailed history of the Wanganui Jockey Club from its beginnings in 1848 through the first 150 years of the clubs history.",FALSE,,TRUE,20.00,20.00,26.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Shipping  Non RURAL;18.5=Shipping  ...... Australia -  Refunded If Cheeper;6.5=RURAL DELIVERY No Po Boxes;8.5=TRACKED NON RURAL IF ITEM IS OVER 40 Dollars;2.0=Drop off Wanganui Centre City  - NO RURAL DROP OFF;0.0=combined shipping Please email for postage quote;",FALSE,TRUE,TRUE,TRUE,,TRUE,to list 666.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1097",,1.0000,FALSE,1817,,"Illustrated History Of Botanic Gardens & Parks In NZ including Old Maps",,"Botanic Gardens And Parks In New Zealand

Paul Tritenbach

An illustrated record of the history and design of Botanic Gardens and parks about New Zealand.

Excellence Press, Auckland, 1987. Softcovered book 144 pages

 Ex library - Great condition internally …. wear to cover

Paul Tritenbach traces the development of New Zealand's best known parks from their establishment, through to the present day. 

It is divided into 19 chapters, each giving an historical chronology of a particular park, using photographs, maps and text. 

The historic photographs and maps are superb, and tell much about the development of these parks and the early plantings of exotics. 

They show what a tremendous resource is stored in our museums and libraries, and how valuable photographic material can be as an historic record.

The author has been selective in the parks chosen, and tried to include those that are largest and oldest as well as those that show historical differences.

great historical information",FALSE,,TRUE,20.00,20.00,30.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"4.0=well Packaged Waterproof Postage;14.5=Shipping  ...... Australia -  Refunded If Cheeper;0.0=combined shipping Please email for postage quote;2.0=drop off Wanganui central, no rural drop off;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_20180609_174446665.jpg;img_20180609_174433689.jpg;img_20180609_174505762.jpg;img_20180609_174535436.jpg;img_20180609_174544257.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1098","local history Early Pioneers southland",1.0000,FALSE,1817,,"Methven A Legacy of Memories Pioneering Stories",,"Personal and social life histories by and about women from the town of Methven and districts in the South Island

Methven Historical Society, 2001 - Ashburton District (N.Z.) 

 344 pages Vg condition internally

Minor edge wear to the outer corners

This book contains 156 stories (oral and written recollections) covering pioneer to present day from the plains to the high country plus researched material from primary and secondary sources

index of maiden and married names, 222 photos, pen and ink drawings

Hard covered",FALSE,,TRUE,30.00,30.00,42.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"5.8=Non Rural Address Tracked;11.0=Rural Delivery Address NO PO BOXES ...  TRACKED;20.0=Australia post Refunded if Cheaper;2.0=drop off Wanganui CENTRE CITY ONLY  NO RURAL DROP;0.0=combined shipping Please email for postage quote;",FALSE,TRUE,TRUE,TRUE,,TRUE,1 285.jpg;1 274.jpg;1 275.jpg;1 276.jpg;1 279.jpg;1 280.jpg;1 277.jpg;1 281.jpg;1 278.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"Dec25",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1100","Transport New Zealand marine",1.0000,FALSE,1819,,"Tasman Shipping Company History New Zealand Marine Transport Shoestring Shipping",,"Shoestring Shipping Line Captain Clough Blair

Hardback internally VG 

Minor wear to D/J 

180 pages published 1967

The rehabilitation people gave Clough Blair exactly two hours in which to find a cargo ship for sale, to muster a complete crew of ex-servicemen, and to think up a case for a loan with which to buy the ship and launch a shipping line. He was successful. He and his mates defied the marine experts, the financial magnates, the professional pessimists - and the Big Brothers of the overseas-owned shipping lines, and launched their little Tasman Shipping Company into prosperous waters. 
They carried trans-Tasman frozen cargoes, they picked up coastwise freights, they earned the respect and co-operation of shippers and wharfies and port authorities - and, the less friendly interest of the Big Boys in the game. They assembled a fleet of little ships that were not sleek, photogenic ocean greyhounds - their ships looked, in fact, more like a rabbiter's pack of mixed breeds - and they prospered, breaking all records for the quick turnaround of cargo ships in New Zealand ports. 
Things were going well . . . Then the shoestring snapped. In all good faith the Company had put its trust in certain astute and plausible gentlemen in Singapore, and had so become pawns in a game that was too big, too murky . . .
This is no hard-luck story. Clough Blair is not the man to blubber over spilt milk. What he writes in this book is the gay, adventurous story of a handful of tough Kiwi mariners who laughed in the face of the experts who said ""it couldn't be done"", and proved them wrong. Readers of this book will enjoy the fun - they may also find reason to be thoughtful about the overseas-owned shipping lines on whom New Zealand's prosperity depends . . 

Great read",FALSE,,TRUE,10.00,10.00,15.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"5.0=waterproof Bubblewrapped Postage;11.0=RURAL DELIVERY ONLY  NO P.O.BOXES;0.0=combined shipping Please email for postage quote;2.0=drop off Wanganui central, no rural drop off;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-03-12 16.26.52.jpg;img_20180519_211401815.jpg;img_20180519_211415028.jpg;img_20180519_211422679.jpg;img_20180519_211432717.jpg;2024-03-12 16.26.13.jpg;2024-03-12 16.26.43.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1102","Australian History",1.0000,FALSE,0146,,"ION IDRIESS - CORAL SEA CALLING - 1st 1957 HB VG",,"ION IDRIESS - CORAL SEA CALLING - 1st 1957 HB DW VGC.

Hardcover

Publisher: Angus and Robertson, Sydney, 1st edition 1957.

 239 pages in very good condition. 

The Coral Sea is the setting of adventures and perilous voyages in the quest for pearl shell, of the savage chiefs who ruled the islands, of the seamen who charted it, of the explorers struggling up its mainland coast of the little boats that first came north from Sydney Town despite the threat of sharks, reefs, cyclones, and dreaded head-hunters.

 First edition in original dust wrapper. 

no inscriptions no dog ears - well bound",FALSE,,TRUE,1.00,1.00,30.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.50=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;2.0=Drop Off Whanganui Central - NOT RURAL.;1.0=Postage after paying full post on the first item;0.0=Pick up No Cost;11.0=Waiheke Island Or Stewart Island Or Pleasant Point;11.0=P O Box Address - NZ POST;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_20180425_143540246_burst001.jpg;img_20180425_143558256_burst000_cover_top.jpg;img_20180425_143506901.jpg;img_20180425_143434769.jpg;img_20180425_143454168.jpg;img_20180425_143521773.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"$1 reserve",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1103","war",1.0000,FALSE,1952,,"A New Zealander Interrned In Changi Prison Singapore  David Neilson",,"David Neilson   the story of changi singapore

Four appendices. Black and white illustrations. Author was interned in Changi POW camp throughout the second world war. He kept a diary which recorded the fortunes of POW captured by the Imperial Japanese Army and their problems. 

This book, compiled from the diary, is a record of events in and around Changi camp. Woven into the story is the work of the Bureau of Record and Enquiry, of with the author was in charge. It is believed to have been the only record and information centre operating behind the lines in the 'Greater East Asia Co-Prosperity Sphere.'


Cardcovered 240 pages

good++++ condition",FALSE,,TRUE,10.00,10.00,25.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Bubblewrapped ... its a very heavy book;10.0=RURAL DELIVERY ONLY  NO P.O.BOXES ..HAPPY TO QUOTE;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_0979.jpg;img_0984.jpg;img_0981.jpg;img_0982.jpg;img_0980.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1105",,1.0000,FALSE,1815,,"Journey Through Landscape Don Neilson SIGNED",,"Journey Through Landscape Don Neilson SIGNED

wear to cover... internally Good++++

1st Edition 

Numerous col. plates and b.w. illus. 80pp. 

Paintings and drawings by leading NZ landscape artist Don Neilson, with text by Ian Grant

 evocative artistic and historical account of the natural heritage of the land and its wildlife. 

New Zealand Natural History 
Art Painting Drawing 

Publisher Wellington: A.H. & A.W. Reed 1975",FALSE,,TRUE,10.00,10.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=well packed bubblewrapped Non Rural TRACKED;12.0=Rural Delivery RURAL;0.0=combined shipping Please email for postage quote;2.0=drop off Wanganui central, no rural drop off;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_4739.jpg;img_4740.jpg;img_4741.jpg;img_4742.jpg;img_4743.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1106",,1.0000,FALSE,1952,,"Lost opportunity at Cassino ALBANETA",,"Albaneta: Lost Opportunity at Cassino


In mid-winter 1944, massive infantry losses were incurred at Cassino, in the town and hills above it, as the Allies fought vainly to batter their way through heavily fortified positions to advance on Rome. What is not widely known is that a golden opportunity was created by Kiwi and Indian engineers to outflank Cassino through the construction of a road carved high up into the hills to the north of the German encampment. A surprise attack by 15 Kiwi Sherman tanks on 19 March saw the capture of Albaneta, a key German stronghold and supply line. As with Gallipoli 30 years earlier, however, the failings of army hierarchy let the Kiwi troops down as they were refused vital reinforcements and the result was defeat a few days later at the hands of hardened German paratroopers using hand-held weaponry. 

This book details the brilliant opportunity afforded by the Kiwi engineers, the surprise and success that resulted, and the inevitable failure. Based on eye-witness accounts on both sides, Freyberg's war diaries, minutes of Officers Conferences and formal reports, author Ron Crosby provides keen insight into a feat of Kiwi wartime bravery not previously written about.Maps and plenty of photographs complement the information as events unfold.


Published 2007  172 pages

Ex library

low reserve",FALSE,,TRUE,8.00,8.00,14.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Bubblewrapped ... its a very heavy book;10.0=RURAL DELIVERY ONLY  NO P.O.BOXES ..HAPPY TO QUOTE;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_0985.jpg;img_0993.jpg;img_0991.jpg;img_0989.jpg;img_0994.jpg;img_0986.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1107","local history Early Pioneers",1.0000,FALSE,1817,,"Spirit of Karekare Beach Its People History + Photographs",,"Rolling Thunder – The Spirit of Karekare By Bob Harvey

What is it that draws us back again and again to those special places that haunt our memory and are like a magnet to our soul? 

Perhaps partly because of its spectacular landscape, New Zealand has an abundance of such places.

 For author Bob Harvey it's Karekare Beach on Auckland's 'untamed coast'...

This glorious beach has attracted some of New Zealand's finest painters - Albrecht, Binney, Blomfield, Buchanan and Siddell. 

Writers like Curnow and Stead; filmmakers like Jane Campion, Barry Barclay and Niki Caro. 

The landcape is both magical and powerful, a magnet for photographers.

 This book reveals and celebrates their vision as seen in their art. Above all, this is a book about the people who came to this dramatic setting, where the western edge of New Zealand ends in a series of cliffs and steep-sided, narrow valleys and illustrates the history and natural environment of the beach, its pioneering characters, industry and surfing
tradition. 


Softcover - 240 pages 300 Illustrations

2002 Montana Book Awards Environment Category winner  -  Exisle Publishing

Published 2001

Very good condition",FALSE,,TRUE,15.00,15.00,20.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Bubblewrapped ... its a very heavy book;10.0=RURAL DELIVERY ONLY  NO P.O.BOXES ..HAPPY TO QUOTE;",FALSE,TRUE,TRUE,TRUE,,TRUE,to list 047 (2).jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1109",,1.0000,FALSE,1415,,"Volcanic Hazards At Okataina Volcanic Centre",,"Volcanic Hazards At Okataina Volcanic Centre

30 pages cardcovered 

Minor soiling to cover and slightly on first few pages

low reserve


internally good+++",FALSE,,TRUE,2.00,2.00,6.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;13.0=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;2.0=Drop Off Whanganui Central - NOT RURAL.;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_0946.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1110","local history Early Pioneers",2.0000,FALSE,1816,,"Over The River Mona Anderson 1967 Mt Algidus Station in the High Country",,"Over The River Mona Anderson 1966 First edition

Internally good+++

The River Wilberforce rules the lives of those who live at Mt Algidus Station in the High Country of the south Island

Over The River is the story of how Mona Anderson came to write her best-seller -  ""A River Rules My Life"", but it is much more than the story of that book. Mrs Anderson's childhood memories are a sheer delight to read about, as are her early days at Mount Algidus, where she found, with her husband, the enchantment of New Zealand high country life

207 pages Great condition with many photographs


Hardback worn D/J 

great story

happy to combine postage

thanks for looking",FALSE,,TRUE,10.00,10.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=well packed bubblewrapped Non Rural TRACKED;12.0=Rural Delivery RURAL;0.0=combined shipping Please email for postage quote;2.0=drop off Wanganui central, no rural drop off;",FALSE,TRUE,TRUE,TRUE,,TRUE,to list 631.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1111","local history Early Pioneers rotorua",1.0000,FALSE,1817,,"Tarawera The Volcanic Eruption of 10 June 1886  - Comprehensive study",,"Tarawera The Volcanic Eruption of 10 June 1886

This comprehensive study blends geology, eyewitness accounts, and historical analysis. It’s considered the definitive scientific account of the eruption.
- Focus: Keam explored the eruption’s basaltic nature, its unusual characteristics within the Taupō Volcanic Zone, and the formation of the Waimangu Volcanic Rift Valley.
- Legacy: His research helped clarify the fate of the Pink and White Terraces and contributed to conservation efforts in geothermal regions.


- Keam’s work bridged Māori oral histories and Western science, helping to preserve indigenous knowledge and deepen understanding of volcanic hazards.

- His collaboration with E.F. Lloyd earned them the New Zealand Science and Technology Silver Medal in 2002.

Black and white maps and photographs, text.

Softcover in good condition

A.W. Reed Wellington Publication",FALSE,,TRUE,10.00,10.00,15.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Tracked postage Non Rural;12.5=Rural Delivery TRACKED;2.0=drop of wanganui central city - local - Not Rural;0.0=COMBINED postage Please email After Auctions;",FALSE,TRUE,TRUE,TRUE,,TRUE,1 106.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1113",,1.0000,FALSE,1817,,"History of Southland Frozen Meat Ltd",,"The Keys To Prosperity

Centennial History of Southland Frozen Meat Ltd 

Hardback 446 pages 

Internally Good++++

price clipped the only internal fault

Wear to the D/J",FALSE,,TRUE,6.00,6.00,12.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=well packed bubblewrapped Non Rural TRACKED;12.0=Rural Delivery RURAL;0.0=combined shipping Please email for postage quote;2.0=drop off Wanganui central, no rural drop off;",FALSE,TRUE,TRUE,TRUE,,TRUE,1 235.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1115",,1.0000,FALSE,1817,,"MORE Taieri Buildings HISTORY",,"MORE Taieri Buildings

Sixty pages of text with  line drawings of Hotels churches, houses and barns, described including the life around them. 

Some wear",FALSE,,TRUE,10.00,10.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Shipping  .... Waterproof  Package New Zealand;15.0=Shipping  ...... Australia -  Refunded If Cheeper;2.0=drop off wanganui CENTRE CITY ONLY .... NO RURAL;0.0=combined shipping Please email for postage quote;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_1759.jpg;img_1760.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1118",,1.0000,FALSE,1821,,"Stories of Pioneer Women of New Zealand 1939",,"Brave Days, Pioneer Women of New Zealand

AH & AW Reed Publishing 1939 for the Women's Division of the New Zealand Farmer's Union

Numerous contributors from throughout the country in 25 chapters.

 It records the experiences of the pioneer women and the part they played along with their husbands.

 Depicts the labours, relationships, dangers and experiences in a primitive land where many changes and adaptations were required to establish a new life in an often lonely and isolated environment.


Hardback - no dustjacket

309 pages

good+++ condition",FALSE,,TRUE,15.00,15.00,25.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=well packed bubblewrapped Non Rural TRACKED;12.0=Rural Delivery RURAL;0.0=combined shipping Please email for postage quote;2.0=drop off Wanganui central, no rural drop off;",FALSE,TRUE,TRUE,TRUE,,TRUE,1 (3).jpg;1 282.jpg;img_20181030_084919823_hdr.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1120","local history Early Pioneers Canturbury timaru",1.0000,FALSE,1817,,"The Caroline Bay Story - A History of Carnivals Ltd Ed",,"The Caroline Bay Story - A History of Carnivals Ltd Ed


Over the years, generations of families have savoured the salt, sea and sand of summer carnival as they cheer their favourites in the Princess of the Sands competition and applaud the line-up of popular New Zealand artists and entertainers giving concerts in the Art Deco Sound Shell. 

The many competitions include Junior Miss Caroline Bay, Tiny Tots, Mother and Son and Queen of the Carnival, while the ever-popular talent quests attract more hopefuls each year.

 New Year’s Eve on the Bay, with an amazing midnight fireworks display, is an excellent evening of family entertainment, drawing crowds from far afield. 

A Proud History…and followers all over the world
The Caroline Bay Carnival has a proud history in South Canterbury

Today and yesterday
The carnival 
The concerts
The glamour events 
Special carnivals 
The Bay and the community 
Caroline Bay 
The Association
Memories
A potted history

Cardcovered 208 pages 

some minor wear


Limited Edition Book


Many photos",FALSE,,TRUE,25.00,25.00,35.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=well packed bubblewrapped Non Rural TRACKED;12.0=Rural Delivery RURAL;0.0=combined shipping Please email for postage quote;2.0=drop off Wanganui central, no rural drop off;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_20190104_144858663.jpg;img_20190104_145009592.jpg;img_20190104_144957148.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"Dec25",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1121","War New Zealand",1.0000,FALSE,1820,,"The Whips are Cracking Letters from Bomber Pilot 75 New Zealand Sqn R.A.F SIGNED",,"The Whips are Cracking Letters from Bomber Pilot 75 New Zealand Sqn R.A.F SIGNED

The Whips are Cracking!: Letters from a Bomber Pilot 75 (NZ) Sqn. R.A.F.

This signed volume presents the firsthand letters of a New Zealand bomber pilot serving with the renowned 75 NZ Squadron RAF during the Second World War. The narrative traces his early life, his journey toward flying, and the intense operational environment faced by aircrew in Bomber Command. The personal correspondence provides a vivid account of training, deployment, and the emotional weight carried by those flying night missions over Europe. The book opens with reflections on childhood and formative influences before moving into the voyage aboard the Akaroa and the transition to life in England. The pilot describes the culture of the squadron, the camaraderie among airmen, and the constant pressure of operational readiness. His letters capture the atmosphere of bases such as Newmarket and the evolving tactics of German night fighter defences during 1942. The writing conveys both the routine and the danger of missions, offering insight into the technical and human challenges of wartime aviation. 

• The Early Years
• The Akaroa
• England
• The Mighty 75
• Newmarket
• German Night Fighter Defences Versus Bomber Command 1942
• The Curtain Closes

softcovered 96 pages 

Signed and dedication from author 

hard to find",FALSE,,TRUE,20.00,20.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Shipping  Non RURAL;18.5=Shipping  ...... Australia -  Refunded If Cheeper;6.5=RURAL DELIVERY No Po Boxes;8.5=TRACKED NON RURAL IF ITEM IS OVER 40 Dollars;2.0=Drop off Wanganui Centre City  - NO RURAL DROP OFF;0.0=combined shipping Please email for postage quote;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_20190122_205346973.jpg;img_20190122_205419064.jpg;img_20190122_205409492.jpg;img_20190122_205358815.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1122",,1.0000,FALSE,1816,,"The Journal of Ensign Best 1837- 1843",,"The Journal of Ensign Best, 1837-1843  465 pages 

Best, a young British officer, kept a detailed diary of his experiences and adventures in New South Wales, Norfolk Island and NZ to provide a vivid account of life there. More than half the book covers his NZ visit.

This Hardback is in good++ condition ex library cellotape marks and usual stamps some yellowing of the pages

 465 pages 


A Turnbull Library Monograph Editor: Nancy M. Taylor


Published 1966 Government Printing Office

thanks for looking",FALSE,,TRUE,15.00,15.00,22.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"5.8=Non Rural Address Tracked;11.0=Rural Delivery Address NO PO BOXES ...  TRACKED;20.0=Australia post Refunded if Cheaper;2.0=drop off Wanganui CENTRE CITY ONLY  NO RURAL DROP;0.0=combined shipping Please email for postage quote;",FALSE,TRUE,TRUE,TRUE,,TRUE,to list 101.jpg;img_20180714_190052804.jpg;img_20180714_190103474.jpg;img_20180714_190113040.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1123",,1.0000,FALSE,1817,,"Rejoice & Hope Sisters Of Our Lady - Hamilton Waikato",,"Rejoice & Hope Sisters Of Our Lady  - Hamilton Waikato

Hardcovered book

165 pages with many photos

Wear to D/J

internally Good+++",FALSE,,TRUE,5.00,5.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Shipping  Non RURAL;18.5=Shipping  ...... Australia -  Refunded If Cheeper;6.5=RURAL DELIVERY No Po Boxes;8.5=TRACKED NON RURAL IF ITEM IS OVER 40 Dollars;2.0=Drop off Wanganui Centre City  - NO RURAL DROP OFF;0.0=combined shipping Please email for postage quote;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_20181202_103548544.jpg;img_20181202_103537419.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1124",,1.0000,FALSE,1952,,"Panzer Tank Warfare 1939 - 1945",,"Panzer Tank Warfare 1939 - 1945

Small Cardcovered book 

240 pages

Good+++ condition",FALSE,,TRUE,8.00,8.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Bubblewrapped ... its a very heavy book;10.0=RURAL DELIVERY ONLY  NO P.O.BOXES ..HAPPY TO QUOTE;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_1809.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1126",,1.0000,FALSE,1817,,"The Way We Were Waikato",,"The Way We Were Waikato

80 pages of B+W and sepia photographs

Good+++ condition",FALSE,,TRUE,10.00,10.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"4.0=well Packaged Waterproof Postage;14.5=Shipping  ...... Australia -  Refunded If Cheeper;0.0=combined shipping Please email for postage quote;2.0=drop off Wanganui central, no rural drop off;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_20180107_081329391.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR1127","War australia",1.0000,FALSE,1952,,"Horrie Australia's Most Famous WAR DOG",,"Horrie The Wog Dog  


well bound  238 pages  card covered 


Written from the diary of Private VX13091 J. B. Moody, A.I.F. in 1945

'Horrie the Wog Dog', a small 'Egyptian' terrier, was found 'wandering on the fringe of the Western Desert' in Egypt by Private J B (Jim) Moodie of the 2/1st Machine Gun Battalion.
Jim and the Signal Platoon of the 2/1st Machine Gun Battalion adopted Horrie and he remained with the unit for the 18 months they were overseas. He shared their experiences in Egypt, Greece, Crete, Palestine and Syria, including the sinking of their Dutch transport ship, Costa Rica, as the platoon was being evacuated from Greece

thanks for looking",FALSE,,TRUE,8.00,8.00,12.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Bubblewrapped ... its a very heavy book;10.0=RURAL DELIVERY ONLY  NO P.O.BOXES ..HAPPY TO QUOTE;",FALSE,TRUE,TRUE,TRUE,,TRUE,img_2192.jpg;img_2193.jpg;img_2194.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 14",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
