product_id_for_member,sku,stock_amount,unlimited_stock,category_id,second_category_id,title,subtitle,body,is_new,attributes,is_legal_notice_read,start_price,reserve_price,buy_now_price,is_sold_in_multiple_quantities,is_shipping_price_per_quantity_sold,fpo_amount,fpo_duration,fpo_to,av_bidders_only,auction_length,auction_end_time,delivery_pickup_allowed,delivery_must_pickup,delivery_use_bookcourier_rates,delivery_bookcourier_is_box,delivery_bookcourier_bag_size,delivery_bookcourier_selected_courier,delivery_bookcourier_service_level,delivery_bookcourier_no_restricted_items,delivery_price,payment_bank_deposit,payment_credit_card,payment_cash,payment_afterpay,payment_other,send_payment_instructions,photo_id_list,display_bold,gallery,gallery_plus,feature,super_feature,donation_recipient,folder,exclude_shipping_promotion,listing_footer_enabled,height_cm,width_cm,length_cm,weight_kg,brand,manufacturer_code,barcode_gtin,update_active_listings
"PR2151","fiction",1.0000,FALSE,4456,,"Ring Of Brightwater Gavin Maxwell Collection 4 books PENGUIN Boxed set",,"Ring Of Brightwater Gavin Maxwell Collection 4 books

 PENGUIN Boxed set

Good+++ browning of pages but well bound",FALSE,,TRUE,20.00,20.00,32.00,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"7.50=Nationwide Courier Tracked - NON RURAL;13.0=Nationwide Courier Tracked - RURAL ONLY;2.0=Drop Off Whanganui Central - NOT RURAL.;0.0=Pick up No Cost Or Combined Shipping;9.50=P O Box + Waiheke Island and Stewart Island;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-21 08.18.02.jpg;2024-07-21 08.18.43.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2160","Model steam locomotives",1.0000,FALSE,4144,,"Realistic Railway Modelling Book",,"Realistic Railway Modelling Book 

Paperback ‏ : ‎ 100 pages Good+++",FALSE,,TRUE,6.00,6.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL;14.00=Nationwide Courier Tracked - RURAL ONLY&nbsp;2.00=Drop Off Whanganui Central - NOT RURAL.;0.0=Pick up No Cost Or Combined Shipping;10.0=P O Box Inc Waiheke Island and Stewart Island;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-22 20.45.25.jpg;2024-07-22 20.45.28.jpg;2024-07-22 20.45.35.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2161","Transport New Zealand Rail",1.0000,FALSE,1819,,"From Rails To Rubber The Downhill Ride Of New Zealand Trams 128 pages",,"“From Rails to Rubber: The Downhill Ride of New Zealand Trams” by Graham Stewart is a fascinating book that captures the transition of New Zealand’s urban transport from trams to buses. The book features a collection of photographs, many taken over half a century ago, showcasing city and suburban life during the decline of trams and street cable cars as a primary mode of commuter transport

Stewart’s work documents the changes in the four main centers and in cities like New Plymouth, Whanganui, and Invercargill, which had established electric tramway services in the early 20th century2. It’s a nostalgic look at a significant period in New Zealand’s transport history.

Small damage on cover but internally vg",FALSE,,TRUE,16.00,16.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL;14.00=Nationwide Courier Tracked - RURAL ONLY;2.00=Drop Off Whanganui Central - NOT RURAL.;0.0=Pick up No Cost Or Combined Shipping;10.0=P O Box Inc Waiheke Island and Stewart Island;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-22 20.20.02.jpg;2024-07-22 20.20.11.jpg;2024-07-22 20.20.23.jpg;2024-07-22 20.20.28.jpg;2024-07-22 20.20.34.jpg;2024-07-22 20.20.39.jpg;2024-07-22 20.20.43.jpg;2024-07-22 20.20.45.jpg;2024-07-22 20.20.53.jpg;2024-07-22 20.21.00.jpg;2024-07-22 20.21.16.jpg;2024-07-22 20.21.24.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2163","New Zealand art",1.0000,FALSE,1817,,"History of Hiphop Music in Aotearoa Up Untill 2003 First edit  Hard to find Book",,"Hiphop Music in Aotearoa

Gareth Shute talks to the big names in New Zealand hip hop in this history of what has become one of the biggest and most popular cultural movements in modern New Zealand. The first book to examine New Zealand's hip hop scene, Hip hop music in Aotearoa looks at the music's evolution, from its early roots with Upper Hutt Posse, through to MC OJ & Rhythm Slave and 3 The Hard Way in the early 1990s and Che Fu, King Kapisi, Scribe and Nesian Mystik in the present day. The book features interviews with these and other prominent musicians and discusses the journey New Zealand hip hop has taken to become the mainstream, popular art.


	
190 pages, Paperback


January 1, 2004 by Raupo Publishing (NZ) Ltd

Good++++

Minor cover wear",FALSE,,TRUE,35.00,35.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL;14.00=Nationwide Courier Tracked - RURAL ONLY;2.00=Drop Off Whanganui Central - NOT RURAL.;0.00=Pick up No Cost Or Combined Shipping;12.0=P O Box Inc Waiheke Island and Stewart Island;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-28 19.41.46.jpg;2024-07-28 19.42.14.jpg;2024-07-28 19.42.21.jpg;2024-07-28 19.42.29.jpg;2024-07-28 19.42.31.jpg;2024-07-28 19.42.36.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"Dec25",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2164","War New Zealand",1.0000,FALSE,1820,,"Postcards from New Zealanders During the First World War",,"Just to Let You Know I'm Still Alive - Postcards from New Zealanders During the First World War

This book takes the reader on a journey into the colourful world of the picture postcard during World War One when the form of communicating was to mail a postcard with a message on the reverse side to a loved one serving on the battlefields of Europe. 

They were the emails of yesteryear, the economic way to communicate with family and friends across the miles. When war was declared in 1914, postcards took on a more meaningful purpose on a scale not seen before. Beyond their heart-filled personal messages to and from the battlefront, postcards also became a patriotic and propaganda tool. 

The Dominion of New Zealand was quick to rally and answer the call to serve King and Country and it was not long before New Zealand publishers were producing original works by New Zealand artists and photographers for the local market. 

They were cherished as prized possessions for their photographs and art and became collectables in private postcard collections. These wonderful and thought provoking postcards with their handwritten messages give a poignant insight into the life and times in New Zealand during the Great War....

Cardcovered VG condition 184 pages

Published 2015",FALSE,,TRUE,30.00,30.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL;14.00=Nationwide Courier Tracked - RURAL Only;2.00=Drop Off Whanganui Central - NOT RURAL.;0.00=Pick up No Cost Or Combined Shipping;11.0=P O Box Inc Waiheke Island and Stewart Island;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-28 19.40.07.jpg;2024-07-28 19.40.22.jpg;2024-07-28 19.40.28.jpg;2024-07-28 19.40.33.jpg;2024-07-28 19.40.37.jpg;2024-07-28 19.40.50.jpg;2024-07-28 19.40.57.jpg;2024-07-28 19.41.04.jpg;2024-07-28 19.41.06.jpg;2024-07-28 19.41.09.jpg;2024-07-28 19.41.11.jpg;2024-07-28 19.41.12.jpg;2024-07-28 19.41.14.jpg;2024-07-28 19.41.18.jpg;2024-07-28 19.41.20.jpg;2024-07-28 19.41.23.jpg;2024-07-28 19.41.32.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"Dec25",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2165","Central otago Transport",1.0000,FALSE,1817,,"The History Of The Shotover Jet Queenstown  Adventure Tourism Pioneer",,"The History Of The Shotover Jet Queenstown  Adventure Tourism Pioneer

VG Condition 157 pages 

A fascinating insight into the story behind New Zealand's internationally renowned tourist jet boat venture which launched Queenstown's adventure tourism industry in 1965 and has thrilled over three million passengers in its first half century of operation. Jet boating arrived in New Zealand in the 1950s with the invention of the Hamilton jet unit by pioneer CWF (Bill) Hamilton. Tourism pioneers quickly identified the potential in Queenstown for commercial jet boating and in 1965 the Shotover Jet Boat Service Ltd was launched. During the following 50 years the trip through narrow and challenging Shotover Canyons has developed into a flagship New Zealand tourist activity - billed as the ""world's most exciting jet boat ride"". Shotover Jet has attracted many celebrities and received the royal stamp of approval and worldwide exposure when the Duke and Duchess of Cambridge rode the canyons during their 2014 New Zealand tour. This book is more than just a story about a high profile tourist jet boat company - it is a captivating history reflecting the indomitable New Zealand pioneering spirit and early risk taking tourism entrepreneurs. Accompanied by superb historic and contemporary photographs, captures one of the most exciting times in New Zealand's tourism history.",FALSE,,TRUE,20.00,20.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL.;11.0=POBox Waiheke Island Stewart Island Pleasant Point;0.0=Pick up No Cost;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-28 19.39.20.jpg;2024-07-28 19.39.31.jpg;2024-07-28 19.39.40.jpg;2024-07-28 19.39.50.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2166","new zealand sport",1.0000,FALSE,1818,,"The Diaries and Journals of Jack Lovelock  As If Running On Air    H/B  SIGNED",,"The Diaries and Journals of Jack Lovelock  As If Running On Air    H/B  SIGNED 

In the 1930s the New Zealander Jack Lovelock was one of the world's best-known athletes. In 1933 he broke the world record for the mile. At the 1936 Berlin Olympic Games he won a gold medal and broke the world record for the 1500 metres. When he retired, a leading sports writer lamented the end of a golden age of mile racing. Throughout his running career Lovelock kept journals and diaries. Other athletes have collected photographs, clippings and memorabilia, and many have kept training diaries, but few, if any, have had the inclination to write about their sport quite as he did. While much has been written about Lovelock, until now his journals and diaries have never been published. As If Running on Air reproduces his journals from late 1931 to the end of 1935 and extracts from his 1936 training diary. An entry appears for every race. Some are brief, little more than notes; others are eloquent and reflective. Collectively they constitute a unique record of a sporting life in the 1930s and offer insights into just what it took to make a world champion. An introduction provides an overview of his life, a description of his albums, journals and diaries, and a discussion of the various myths and legends about him. The journal entries for each year are prefaced by a short explanatory essay providing some more detailed sporting background. Interspersed are short biographical sketches of those who helped make this such a great era of middle-distance racing. At the end is an essay about his training methods, and a full race list. The book is illustrated almost entirely with photographs and cartoons from Lovelock's own albums.

Hardcover: 288 pages
Vg condition

About the Author

David Colquhoun is Curator of Manuscripts at the Alexander Turnbull Library in Wellington, where the Lovelock manuscripts are held. In 2000 he curated the exhibition Come on, Jack! The Lovelock Olympic Story, at the National Library Gallery.",FALSE,,TRUE,20.00,20.00,30.00,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"8.50=Nationwide Courier Tracked - NON RURAL;14.00=Nationwide Courier Tracked - RURAL ONLY;2.00=Drop Off Whanganui Central - NOT RURAL.;0.00=Pick up No Cost Or Combined Shipping;11.0=P O Box Inc Waiheke Island and Stewart Island;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-28 19.38.33.jpg;2024-07-28 19.38.48.jpg;2024-07-28 19.38.55.jpg;2024-07-28 19.39.06.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2167","local history Early Pioneers",1.0000,FALSE,1817,,"Westland The Journal Of John Hillary Emigrant To New Zealand 1879",,"Westland The Journal Of John Hillary Emigrant To New Zealand 1879

Acorn Edition Printed in the UK 1979 Hardback

111 pages VG condition

`In the year 1879 there was touring this country the Rev. J. Berry, an agent for the New Zealand Government. He extolled the virtues of that country and advised people to emigrate to New Zeland and there make their fortunes. John Hillary, a shopkeeper in the small north-eastern town of Tow Law, listened to the blandishments of the reverend gentleman and being sure that only truth could come from such a source, decided that as New Zealand must be `the promised land' he would act upon the advice given.'
The diary, reproduced exactly as written with comments added by the present John Hillary, paints a vivid and absorbing picture of the life and adventures of emigrants over 100 years ago, both on board ship and in the depression in New Zealand at that time. 

The second part of the book recounts the Hillary family's homeward journey by steamer only a few months after their arrival in New Zealand - having been unable to find work and the new life they had hoped for in `the promised land....'",FALSE,,TRUE,20.00,20.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"8.00=Nationwide, Non-Rural;14.00=Nationwide, Rural;2.00=Whanganui, Non-Rural;1.00=Combine with another item you've paid shipping on;0.00=Nationwide, Standard;11.00=Nationwide, Standard;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-28 19.37.51.jpg;2024-07-28 19.37.58.jpg;2024-07-28 19.38.06.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2168","sport new zealand hunting",1.0000,FALSE,1818,,"Red Deer in New Zealand  A Complete Hunting Manual",,"Red Deer in New Zealand

 This book is a New Zealand hunting classic. It has sold over 10,000 copies and is the essential handbook for hunting red deer in New Zealand. In this new paperback edition best selling hunting authors Roger Lentle and Frank Saxton offer a unique blend of hunting experience and science, drawing on the knowledge of many seasoned hunters plus research into wild red deer in New Zealand and other countries. The key to successful hunting is to know your quarry. 

This book helps the hunter to 'think like a deer' and get better results. 'Red Deer in New Zealand' combines practical deer-stalking experience with research data about red deer behaviour, biology, diet, seasonal changes and much more in a useful blend of practical ideas and theory.

192 pages Good++++ 

Printed 2006",FALSE,,TRUE,25.00,25.00,30.00,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL;14.5=RURAL DELIVERY  Tracked;0.0=combined shipping Please email for postage quote;2.0=drop off Wanganui central, no rural drop off;10.0=P O Box Inc Waiheke Island and Stewart Island;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-28 19.37.15.jpg;2024-07-28 19.37.24.jpg;2024-07-28 19.37.31.jpg;2024-07-28 19.37.37.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2171","dog training",1.0000,FALSE,6334,,"Dog Training in a Weekend The easy way to train your dog",,"Dog Training in a Weekend - The easy way to train your dog

Paperback, 128 pages
Published
United Kingdom, 27 May 2014
Whether you need to correct bad behaviour in an older dog, or train a puppy to be obedient from day one, Dog Training in a Weekend is a fast and effective route to a well-behaved, happy dog. Clear step-by-step instructions teach you how to understand your dog, how to use commands and rewards and what to do about behavioural problems.

Before the weekend
How to use the book and the principles of dog training.

Weekend puppy training
Comprehensive guide to the first 7 steps, from teaching the puppy his name to socializing with other animals.

Weekend obedience training
Includes exercises to teach your dog to lie down and roll over, retrieve objects and come to you when he is called.

Weekend corrective training
Tackles problems from soiling in the house to barking.",FALSE,,TRUE,15.00,15.00,22.00,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL;14.00=Nationwide Courier Tracked - RURAL Only;2.00=Drop Off Whanganui Central - NOT RURAL.;0.00=Pick up No Cost Or Combined Shipping;10.0=P O Box Inc Waiheke Island and Stewart Island;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-28 19.34.42.jpg;2024-07-28 19.35.04.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2173","Sport + New Zealand",1.0000,FALSE,1950,,"No bugles No Drums Peter Snell Hardback Internally VG",,"No bugles No Drums Peter Snell First Impression  1965

The autobiography of Peter Snell , New Zealand athlete who won three Olympic gold medals, two Empire Games gold medals, set two Olympic records, 8 outdoor and indoor world records and who, at his peak, seemed to be invincible

Red hardcover has gilt lettering on spine

With dustjacket

Clean white pages ...  internally good++++  

Thanks for looking",FALSE,,TRUE,20.00,20.00,,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Shipping  .... Waterproofed  Bubblewrapped Package;13.0=N.Z.Post  RURAL DELIVERY Tracked;0.0=combined shipping Please email for postage quote;2.0=drop off Wanganui central, no rural drop off;",FALSE,TRUE,TRUE,TRUE,,TRUE,2023-11-19 10.14.44.jpg;2023-11-19 10.13.48.jpg;2023-11-19 10.13.27.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2175","sport new zealand hunting",1.0000,FALSE,4659,,"The Hunting Tales of a University Student James Morris First Edition",,"The Hunting Tales of a University Student James Morris First Edition

2012 First Edition 132  Cardcovered 

Living as a poor student should, money was always a limiting factor. Harvesting meat was reason enough to spend every last dollar on petrol to head out of Christchurch into the hills. Most of the more than 100 hunting trips undertaken in those three years started with a note or a txt passed between mates during a boring lecture where a wandering mind always ended up in the hills, much the same as it still does today. ""Hunting is in my blood, always has been. Ever since I can remember I have hunted however I could. 

My earliest memories of hunting are memories I share with my Grandad. I would join him whenever the opportunity arose to go and shoot a rabbit or trap cats and ferrets in the haysheds scattered around the family farm I grew up on. ""During my high school years I was introduced to big game hunting which sparked a love for not only the animals but the adventure, places and people I met wherever my hobby took me. 

My time was never more mine, and never more invested into hunting as it was recently when I found myself at university; organising my own way in the world. I enjoyed my days as a student living like no other period of my life and I am glad I made the most of it. 

Recording the hunting I did in those years has been a great project because although the memories are fresh now, I know once life in the real world kicks in they will fade into only distant dreams of a past life."".",FALSE,,TRUE,12.00,12.00,16.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL.;11.0=POBox Waiheke Island Stewart Island Pleasant Point;0.0=Pick up No Cost;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-28 19.34.05.jpg;2024-07-28 19.34.13.jpg;2024-07-28 19.34.32.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2178","War New Zealand",1.0000,FALSE,1820,,"History Compulsory Military Training & National Service in New Zealand 1949 - 72",,"Fit to Fight Compulsory Military Training and National Service in New Zealand 1949-72, By PDF Cooke.

Compulsory Military training and National Service in NZ 1949 to 1972.  

What do Colin Meads and Carmen have in common? Or Barry Brickell, Jim Bolger, John Hawkesby, Paul Reeves and Witi Ihimaera? They all took part in compulsory military training (CMT)

Just four years after the greatest war the planet had witnessed, New Zealand thought it was going to have to do it all again. As the Cold War brewed over ideology and atom bombs, New Zealand determined to play its part in collective security. 

People argued over how to raise the necessary force but the country willingly adopted Compulsory Military Training. Young men were registered, examined and forced to learn basic Army, Navy or Air Force skills. In this ground-- breaking study, military historian Peter Cooke follows these men through the process of being given a number, called up and regimented. 

The voices of over 830 trainees are heard as they fill out Labour Department forms, try for a postponement and shuffle into barracks. We witness them getting shouted at, broken -- and begrudging the discipline, discomfort and NCOs. 

But then over three months we see them emerging as confident, disciplined cogs in a machine. In almost a quarter century, around 100,000 young New Zealand men were trained in CMT and National Service. 

This was felt to be essential at the time and, thankfully, the men were never sent to war. Instead, they came out of it with something unexpected, something they've harbored for life - and were keen to reveal.

Hardback  Vg condition

631 pages 

Photographs and maps",FALSE,,TRUE,55.00,55.00,60.00,FALSE,FALSE,,1 day,,FALSE,7 day,,FALSE,FALSE,FALSE,,,,,,"8.5=nationwide Tracked Postage;14.5=RURAL DELIVERY  Tracked;0.0=combined shipping Please email for postage quote;2.0=drop off Wanganui central, no rural drop off;11.0=P O Box Inc Waiheke Island and Stewart Island;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-28 19.30.25.jpg;2024-07-28 19.30.38.jpg;2024-07-28 19.31.07.jpg;2024-07-28 19.31.19.jpg;2024-07-28 19.31.23.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2179","music punk",1.0000,FALSE,6623,,"The Encyclopedia of Punk 388 pages FULL COLOUR",,"The Encyclopedia of Punk 388 pages FULL COLOUR 

Encyclopedia of Punk clearly proves, punk music and culture has produced a rich trove of material, above and beyond the hundreds of bands, from books and films to incendiary political movements. 

When people think of punk they often think of outrageous fashion and iconic bands like The Ramones and the Sex Pistols. But the reality of punk stretches over three decades and numerous countries, with a history as rich and varied as it is shocking and daring. 

With this lavishly illustrated and authoritative A-Z guide, Brian Cogan leads readers through the fiery history of a furious, rebellious, contradictory and boundary-redefining musical genre and cultural movement that remains as massively influential as it is wildly misunderstood.

VG condition",FALSE,,TRUE,26.00,26.00,32.00,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"8.50=Nationwide Courier Tracked - NON RURAL;14.00=Nationwide Courier Tracked - RURAL Only;2.00=Drop Off Whanganui Central - NOT RURAL.;0.00=Pick up No Cost Or Combined Shipping;12.50=P O Box Inc Waiheke Island and Stewart Island;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-28 19.32.39.jpg;2024-07-28 19.32.56.jpg;2024-07-28 19.33.02.jpg;2024-07-28 19.33.04.jpg;2024-07-28 19.33.10.jpg;2024-07-28 19.33.16.jpg;2024-07-28 19.33.19.jpg;2024-07-28 19.33.29.jpg;2024-07-28 19.33.35.jpg;2024-07-28 19.33.38.jpg;2024-07-28 19.33.51.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2185","local history Early Pioneers",1.0000,FALSE,1817,,"In The Shadow of the Alps A History of Malvern County 1853 - 1989 Hardback",,"In The Shadow of the Alps A History of Malvern County 1853-1989

In The Shadow of the Alps A History of Malvern County 1853-1989 by   Ray Dobbie & Brian Perrin



 A History of Malvern County 1853-1989. covers the development of roads, bridges, water supplies & other services, amenities of the vast area that became Malvern County, plus the characters & people involved including early settlers, run-holders, those who served on numerous local bodies, employees, contractors, even miners, farmers, teamsters & ferry operators. 

A comprehensive work has been compiled mainly from surviving records of the numerous local bodies, old newspapers & other publications, some diaries & journals made available by old established families have helped add vibrant detail and colour of authentic detail to this remarkable history

Comprehensive index

Ex Library but in Vg condition

1998 Edition 412  pages",FALSE,,TRUE,45.00,45.00,60.00,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"8.50=Nationwide Courier Tracked - NON RURAL;14.00=Nationwide Courier Tracked - RURAL Only;2.00=Drop Off Whanganui Central - NOT RURAL.;0.00=Pick up No Cost Or Combined Shipping;11.0=P O Box Inc Waiheke Island and Stewart Island;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-29 20.39.28.jpg;2024-07-29 20.39.41.jpg;2024-07-29 20.39.57.jpg;2024-07-29 20.40.08.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"Dec25",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2189 (1)","hunting new zealand",1.0000,FALSE,4659,,"Hell For Leather  by Charlie Janes  Paperback -  New Zealand Hunter",,"Hell For Leather  by Charlie Janes  Paperback -  New Zealand Hunter

Reed Books, Auckland, 1990. Softcovered 200 pages 

Reprinted edition 1995 VGood condition


Charlie started flying in 1971 in an old Auster doing
venison recovery mainly around the Kawekas and
Kaimanawas. The problem with the Auster was that it
finally ran out of hours, so he built his own low wing Jodel.
“I flew that for a few years, until I went down south, where
I decided I needed a high wing. So I got another Auster,
put a V8 engine in it with the blessing of Civil Aviation, and
flew that for a while. But soon after I flew straight into court
because I didn’t actually ask them if I could use it in the air.
That thing ran like a Swiss watch: started instantly, used no
oil, and half as much fuel as the original – a real dream. Not
conventional, but it worked beautifully. One Civil Aviation
turkey even said to me that I’d rip my wings off! So I had to
get rid of it. I stopped the venison recovery in the mid ‘80’s.
In the end I was doing it just to keep the plane working, but
it was better than standing on a street corner busking. I did
it for while with horses, but that required three-times more
work. Then I built a jet boat, but found the Mohaka River
was full of real rocks, not rubber rocks, so the insurance
company quickly told me to go away. I built a gyrocoptor,
but after one trial flight I was too scared to continue, so
I went back to a fi xed-wing.",FALSE,,TRUE,22.00,22.00,28.00,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"7.85=Nationwide Courier Tracked - NON RURAL;13.00=Nationwide Courier Tracked - RURAL ONLY;2.00=Drop Off Whanganui Central - NOT RURAL.;0.0=Pick up No Cost;14.5=P O Box Inc Waiheke Island and Stewart Island;1.0=Postage after paying full post on the first item;",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-30 19.39.55.jpg;2024-07-30 19.40.05.jpg;2024-07-30 19.40.16.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR2190","War New Zealand",1.0000,FALSE,1820,,"The Central Otago Soldiers of World War One and the Home They Left Behind",,"Before ANZAC, Beyond Armistice

The Central Otago Soldiers of World War One and the Home They Left Behind

By Keith Douglas Scott

Activity Press, 2009 

350 pages

Good+++


BEFORE ANZAC, BEYOND ARMISTICE is a new approach to the First World War. Using the soldiers' service files - a valuable source so far largely ignored by historians - Keith Scott presents a keyhole study of the character, background, fortunes and fate of the men from Central Otago who went to war together. 

Woven through the research are personal stories of, and encounters with, war told by the soldiers themselves: shared experiences of fun, endurance, death and, most importantly of all, mateship. 

This is also a story of the home from which these soldiers came: before, during and after war. It is a community that is determined yet divided. Scott reveals the fear behind the flag waving and the anger that followed the anguish. These soldiers and their community will charm you, challenge you - and change you. Take the journey.",FALSE,,TRUE,18.00,18.00,24.00,FALSE,FALSE,,1 day,,FALSE,7 day,,TRUE,FALSE,FALSE,,,,,,"New shipping template 5",FALSE,TRUE,TRUE,TRUE,,TRUE,2024-07-30 19.45.30.jpg;2024-07-30 19.45.41.jpg;2024-07-30 19.45.50.jpg;2024-07-30 19.45.53.jpg;2024-07-30 19.46.17.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"WEEK 27",FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
